Year,Units,Value
2011,usd,126665
2012,usd,277773
2013,usd,427015
2014,usd,694180
2015,usd,1450920
2016,usd,1125050
2017,usd,1199582
2018,usd,1749905
2019,usd,782817
2020,usd,905564
