Year,Units,Value
2008,percent,45.9
2009,percent,48.1
2010,percent,46.7
2011,percent,46.6
2012,percent,47.6
2013,percent,46.6
2014,percent,46.9
2015,percent,46.7
2016,percent,46.8
2017,percent,46.5
2018,percent,46.5
2019,percent,46.7
2020,percent,49.4
