Year,Units,Value
2011,percent,2.4
2012,percent,2.4
2013,percent,2.8
2014,percent,2.9
2015,percent,3.0
2016,percent,3.3
2017,percent,2.8
2018,percent,3.2
2019,percent,2.5
2020,percent,2.7
