Year,Units,Value
2008,procenat,45.9
2009,procenat,48.1
2010,procenat,46.7
2011,procenat,46.6
2012,procenat,47.6
2013,procenat,46.6
2014,procenat,46.9
2015,procenat,46.7
2016,procenat,46.8
2017,procenat,46.5
2018,procenat,46.5
2019,procenat,46.7
2020,procenat,49.4
