Year,Units,Category,Value
2017,percent,total,34
2020,percent,total,35
2017,percent,enabling environment,50
2020,percent,enabling environment,54
2017,percent,institutions and participation,28
2020,percent,institutions and participation,24
2017,percent,management instruments,40
2020,percent,management instruments,38
2017,percent,financing,20
2020,percent,financing,23
