Year,Units,Value
2010,percent,9.5
2011,percent,8.0
2012,percent,7.4
2013,percent,7.2
2014,percent,6.6
2015,percent,6.7
2016,percent,5.6
2017,percent,5.5
2018,percent,6.1
2019,percent,6.0
2020,percent,6.1
2021,percent,6.0
2022,percent,6.2
2023,percent,6.1
2024,percent,6.3
