Year,Units,Value
2010,na 1000 rođenih,7.5
2011,na 1000 rođenih,5.7
2012,na 1000 rođenih,5.6
2013,na 1000 rođenih,5.1
2014,na 1000 rođenih,5.7
2015,na 1000 rođenih,3.1
2016,na 1000 rođenih,3.8
2017,na 1000 rođenih,2.7
2018,na 1000 rođenih,2.9
2019,na 1000 rođenih,3.6
2020,na 1000 rođenih,3.7
2021,na 1000 rođenih,1.8
2022,na 1000 rođenih,4.42
2023,na 1000 rođenih,2.71
