Year,Units,Value
2011,na 1 000 000 ljudi,649.8
2013,na 1 000 000 ljudi,645.0
2014,na 1 000 000 ljudi,671.8
2015,na 1 000 000 ljudi,834.6
2016,na 1 000 000 ljudi,715.8
2017,na 1 000 000 ljudi,702.7
2018,na 1 000 000 ljudi,763.0
2019,na 1 000 000 ljudi,746.8
