Year,Units,Value
2008,percent,2.5
2009,percent,3.1
2010,percent,5.4
2011,percent,9.2
2012,percent,12.9
2013,percent,16.4
2014,percent,12.6
2015,percent,23.9
2016,percent,22.4
2017,percent,12.5
2018,percent,25.6
2019,percent,19.9
2020,percent,39.8
2021,percent,23.8
