Year,Units,Value
2011,percent,46.5
2012,percent,56.8
2013,percent,60.3
2014,percent,63.9
2015,percent,68.1
2016,percent,69.9
2017,percent,71.3
2018,percent,71.5
2019,percent,73.5
2020,percent,77.6
2021,percent,82.2
2022,percent,82.4
2023,percent,88.4
2024,percent,88.9
2025,percent,94.1
