Year,Units,Value
2008,procenat,6.56
2009,procenat,7.29
2010,procenat,10.04
2011,procenat,11.21
2012,procenat,12.42
2013,procenat,12.21
2014,procenat,11.84
2015,procenat,11.59
2016,procenat,10.99
2017,procenat,10.8
2018,procenat,10.7
2019,procenat,10.54
2020,procenat,12.59
