Year,Value,Units
2011,10279114.0,EUR
2013,12586543.0,EUR
2014,12558653.0,EUR
2011,0.3,percent
2013,0.4,percent
2014,0.4,percent
2015,0.4,percent
2016,0.3,percent
2017,0.3,percent
2018,0.5,percent
2019,0.4,percent
