Year,Value,Units
2005,264,squared kilometers
2006,265,squared kilometers
2007,266,squared kilometers
2008,265,squared kilometers
2009,264,squared kilometers
2010,264,squared kilometers
2011,263,squared kilometers
2012,263,squared kilometers
2013,262,squared kilometers
2014,263,squared kilometers
2015,263,squared kilometers
2016,263,squared kilometers
