Year,Value,Units
2006,84,percent
2007,84,percent
2008,84,percent
2009,84,percent
2010,84,percent
2011,84,percent
2012,84,percent
2013,85,percent
2014,85,percent
2015,85,percent
2016,85,percent
2017,85,percent
2018,85,percent
2019,85,percent
2020,85,percent
2021,85,percent
2022,85,percent
