Year,Value,Units
2008,19.1,percent
2009,19.1,percent
2010,19.1,percent
2011,19.1,percent
2012,19.1,percent
2013,19.1,percent
2014,19.1,percent
2015,19.1,percent
2016,19.1,percent
2017,19.1,percent
2018,19.1,percent
2019,23.3,percent
2020,23.3,percent
2021,23.3,percent
2022,23.3,percent
