Year,Value,Units
%,20.8,Both sexes
%,11.2,Female
%,30.7,Male
%,21.7,Both sexes
%,11.1,Female
%,32.7,Male
%,20.3,Both sexes
%,30.4,Male
%,10.5,Female
%,20.7,Both sexes
%,10.9,Female
%,30.7,Male
%,21.0,Both sexes
%,10.4,Female
%,31.7,Male
