Year,Value,Units
2015,43.8,percent
2016,43.1,percent
2017,42.2,percent
2018,41.2,percent
2019,36.5,percent
2020,37.6,percent
2021,38.9,percent
2022,34.1,percent
2023,31.0,percent
2024,29.2,percent
