Year,Value,Units
2010,6.7,per 1000 life births
2011,4.4,per 1000 life births
2012,4.4,per 1000 life births
2013,4.4,per 1000 life births
2014,4.9,per 1000 life births
2015,2.2,per 1000 life births
2016,3.4,per 1000 life births
2017,1.3,per 1000 life births
2018,1.7,per 1000 life births
2019,2.4,per 1000 life births
2020,2.8,per 1000 life births
2021,1.4,per 1000 life births
2022,3.6,per 1000 life births
2023,2.1,per 1000 life births
