Year,Value,Units
2008,50,percent
2009,67,percent
2010,100,percent
2011,89,percent
2012,80,percent
2013,80,percent
2014,80,percent
2015,80,percent
2016,82,percent
2017,83,percent
2018,83,percent
2019,83,percent
2020,83,percent
2021,92,percent
2022,92,percent
2023,92,percent
