Year,Value,Units
2011,2.4,percent
2012,2.4,percent
2013,2.8,percent
2014,2.9,percent
2015,3.0,percent
2016,3.3,percent
2017,2.8,percent
2018,3.2,percent
2019,2.5,percent
2020,2.7,percent
