Year,Value,Units
2001,9.6,percent
2002,9.1,percent
2003,8.3,percent
2004,7.6,percent
2005,5.4,percent
2006,3.1,percent
2007,2.5,percent
2009,2.5,percent
2008,2.5,percent
2010,2.5,percent
2011,2.5,percent
2012,2.5,percent
2013,2.5,percent
2014,2.5,percent
2015,2.5,percent
2016,2.5,percent
2017,2.5,percent
2018,2.5,percent
2019,2.5,percent
2020,2.5,percent
2021,2.5,percent
