Year,Value,Units
2008,0.83,index
2009,0.83,index
2010,0.83,index
2011,0.83,index
2012,0.82,index
2013,0.82,index
2014,0.82,index
2015,0.82,index
2016,0.81,index
2017,0.81,index
2018,0.81,index
2019,0.8,index
2020,0.8,index
2021,0.8,index
2022,0.8,index
2023,0.8,index
