Year,Value,Units
2011,46.5,percent
2012,56.8,percent
2013,60.3,percent
2014,63.9,percent
2015,68.1,percent
2016,69.9,percent
2017,71.3,percent
2018,71.5,percent
2019,73.5,percent
2020,77.6,percent
2021,82.2,percent
2022,82.4,percent
2023,88.4,percent
2024,88.9,percent
2025,94.1,percent
