Year,Value,Units
2012,1,yes/no
2013,1,yes/no
2014,1,yes/no
2015,1,yes/no
2016,1,yes/no
2017,1,yes/no
2018,1,yes/no
2019,1,yes/no
2020,1,yes/no
2021,1,yes/no
2022,1,yes/no
