Year,Value,Units
2010,19.6,percent
2011,16.3,percent
2012,16.9,percent
2013,17.8,percent
2014,17.7,percent
2015,19.1,percent
2016,18.4,percent
2017,16.7,percent
2018,16.2,percent
2019,17.3,percent
2020,21.1,percent
2021,20.2,percent
2022,20.0,percent
2023,17.3,percent
2024,14.2,percent
