Year,Value,Units
2010,40.64,percent
2011,40.65,percent
2012,41.51,percent
2013,43.7,percent
2014,44.1,percent
2015,43.07,percent
2016,41.53,percent
2017,39.69,percent
2018,38.8,percent
2019,37.72,percent
2020,43.77,percent
2021,39.89,percent
2022,41.06,percent
2023,40.88,percent
2024,40.82,percent
