Year,Value,Units
2008,4.4,percent
2009,-4.0,percent
2010,3.3,percent
2011,3.1,percent
2012,-5.6,percent
2013,2.8,percent
2014,-5.3,percent
2015,0.8,percent
2016,1.7,percent
2017,2.4,percent
2018,1.6,percent
2019,1.6,percent
2020,-5.6,percent
2021,7.7,percent
2022,3.1,percent
