Year,Value,Units
2008,45.9,percent
2009,48.1,percent
2010,46.7,percent
2011,46.6,percent
2012,47.6,percent
2013,46.6,percent
2014,46.9,percent
2015,46.7,percent
2016,46.8,percent
2017,46.5,percent
2018,46.5,percent
2019,46.7,percent
2020,49.4,percent
