Year,Value,Units
2012,107.42,millions USD
2013,115.31,millions USD
2014,98.99,millions USD
2015,115.46,millions USD
2016,98.25,millions USD
2017,132.22,millions USD
2018,165.84,millions USD
2019,105.74,millions USD
2020,217.75,millions USD
2021,131.71,millions USD
