Year,Value,Units
%,74.51,Lower secondary completion rate
%,94.2,Lower secondary completion rate
%,90.5,Lower secondary completion rate
%,93.98,Lower secondary completion rate
%,95.25,Lower secondary completion rate
%,94.52,Lower secondary completion rate
%,93.46,Lower secondary completion rate
%,96.33,Lower secondary completion rate
%,95.79,Lower secondary completion rate
%,94.92,Lower secondary completion rate
