Year,Value,Units
2008,46.7,percent
2009,45.7,percent
2010,27.8,percent
2011,25.4,percent
2012,27.1,percent
2013,28.6,percent
2014,21.3,percent
2015,26.4,percent
2016,27.5,percent
2017,27.2,percent
2018,29.5,percent
2019,33.7,percent
2020,48.1,percent
2021,33.3,percent
