Year,Value,Units
2010,9.5,percent
2011,8.0,percent
2012,7.4,percent
2013,7.2,percent
2014,6.6,percent
2015,6.7,percent
2016,5.6,percent
2017,5.5,percent
2018,6.1,percent
2019,6.0,percent
2020,6.1,percent
2021,6.0,percent
2022,6.2,percent
2023,6.1,percent
2024,6.3,percent
