Year,Value,Units
2008,2.5,percent
2009,3.1,percent
2010,5.4,percent
2011,9.2,percent
2012,12.9,percent
2013,16.4,percent
2014,12.6,percent
2015,23.9,percent
2016,22.4,percent
2017,12.5,percent
2018,25.6,percent
2019,19.9,percent
2020,39.8,percent
2021,23.8,percent
