Year,Value,Units
2008,6.56,percent
2009,7.29,percent
2010,10.04,percent
2011,11.21,percent
2012,12.42,percent
2013,12.21,percent
2014,11.84,percent
2015,11.59,percent
2016,10.99,percent
2017,10.8,percent
2018,10.7,percent
2019,10.54,percent
2020,12.59,percent
