Year,Value,Units
2012,67.09,Index
2013,68.76,Index
2014,58.59,Index
2015,59.02,Index
2016,59.41,Index
2017,60.13,Index
2018,60.62,Index
2019,73.05,Index
2020,73.75,Index
2021,73.87,Index
2022,73.77,Index
2023,72.85,Index
