Year,Units,Value
2010,procenat,19.6
2011,procenat,16.3
2012,procenat,16.9
2013,procenat,17.8
2014,procenat,17.7
2015,procenat,19.1
2016,procenat,18.4
2017,procenat,16.7
2018,procenat,16.2
2019,procenat,17.3
2020,procenat,21.1
2021,procenat,20.2
2022,procenat,20.0
2023,procenat,17.3
2024,procenat,14.2
