Year,Units,Value
2012,million_usd,107.42
2013,million_usd,115.31
2014,million_usd,98.99
2015,million_usd,115.46
2016,million_usd,98.25
2017,million_usd,132.22
2018,million_usd,165.84
2019,million_usd,105.74
2020,million_usd,217.75
2021,million_usd,131.71
