Year,Units,Value
2008,procenat,50
2009,procenat,67
2010,procenat,100
2011,procenat,89
2012,procenat,80
2013,procenat,80
2014,procenat,80
2015,procenat,80
2016,procenat,82
2017,procenat,83
2018,procenat,83
2019,procenat,83
2020,procenat,83
2021,procenat,92
2022,procenat,92
2023,procenat,92
2024,procenat,92
2025,procenat,92
