Year,Units,Value
2008,percent,6.56
2009,percent,7.29
2010,percent,10.04
2011,percent,11.21
2012,percent,12.42
2013,percent,12.21
2014,percent,11.84
2015,percent,11.59
2016,percent,10.99
2017,percent,10.8
2018,percent,10.7
2019,percent,10.54
2020,percent,12.59
