Year,Units,Value
2011,procenat,2.4
2012,procenat,2.4
2013,procenat,2.8
2014,procenat,2.9
2015,procenat,3.0
2016,procenat,3.3
2017,procenat,2.8
2018,procenat,3.2
2019,procenat,2.5
2020,procenat,2.7
