Year,Units,Value
2010,ukupno,6309
2011,ukupno,6244
2012,ukupno,6272
2013,ukupno,5267
2014,ukupno,3
2015,ukupno,5
2016,ukupno,6
2017,ukupno,4
2018,ukupno,0
2019,ukupno,0
2020,ukupno,0
2021,ukupno,0
2022,ukupno,0
