Year,Units,Category,Value
2018,%,3_d_1_cat_1,47
2019,%,3_d_1_cat_1,47
2020,%,3_d_1_cat_1,53
2018,%,3_d_1_cat_2,50
2019,%,3_d_1_cat_2,50
2020,%,3_d_1_cat_2,50
