Year,Units,Value
2006,procenat,84
2007,procenat,84
2008,procenat,84
2009,procenat,84
2010,procenat,84
2011,procenat,84
2012,procenat,84
2013,procenat,85
2014,procenat,85
2015,procenat,85
2016,procenat,85
2017,procenat,85
2018,procenat,85
2019,procenat,85
2020,procenat,85
2021,procenat,85
2022,procenat,85
