Year,Units,Value
2010,per 1000 life births,7.5
2011,per 1000 life births,5.7
2012,per 1000 life births,5.6
2013,per 1000 life births,5.1
2014,per 1000 life births,5.7
2015,per 1000 life births,3.1
2016,per 1000 life births,3.8
2017,per 1000 life births,2.7
2018,per 1000 life births,2.9
2019,per 1000 life births,3.6
2020,per 1000 life births,3.7
2021,per 1000 life births,1.8
2022,per 1000 life births,4.42
2023,per 1000 life births,2.71
