Year,Units,Kategorija,Value
2017,procenat,obračunski indikator za domaćinstva,76.2
2017,procenat,obračunski indikator za industriju,56.2
2017,procenat,obračunski indikator ukupno,74.4
2020,procenat,udio bezbjedno tretiranih tokova kućne otpadne vode,45.0727
2022,procenat,udio bezbjedno tretiranih tokova kućne otpadne vode,55.27942
