Year,Units,Value
2011,procenat,46.5
2012,procenat,56.8
2013,procenat,60.3
2014,procenat,63.9
2015,procenat,68.1
2016,procenat,69.9
2017,procenat,71.3
2018,procenat,71.5
2019,procenat,73.5
2020,procenat,77.6
2021,procenat,82.2
2022,procenat,82.4
2023,procenat,88.4
2024,procenat,88.9
2025,procenat,94.1
