Year,Units,Value
2010,ukupno,6309
2011,ukupno,6244
2012,ukupno,6272
2013,ukupno,5267
2014,ukupno,3
2015,ukupno,5
2016,ukupno,6
2017,ukupno,4
2018,ukupno,5
2019,ukupno,7
2020,ukupno,3
2021,ukupno,3
2022,ukupno,2
2023,ukupno,2
2024,ukupno,4
