Year,Units,Value
2008,na 100 ljudi,6.3
2009,na 100 ljudi,9.4
2010,na 100 ljudi,10.2
2011,na 100 ljudi,10.2
2012,na 100 ljudi,13.9
2013,na 100 ljudi,15.1
2014,na 100 ljudi,16.4
2015,na 100 ljudi,17.7
2016,na 100 ljudi,18.1
2017,na 100 ljudi,21.7
2018,na 100 ljudi,25.2
2019,na 100 ljudi,28.4
2020,na 100 ljudi,29.3
2021,na 100 ljudi,30.0
