Year,Units,Value
2008,procenat,19.1
2009,procenat,19.1
2010,procenat,19.1
2011,procenat,19.1
2012,procenat,19.1
2013,procenat,19.1
2014,procenat,19.1
2015,procenat,19.1
2016,procenat,19.1
2017,procenat,19.1
2018,procenat,19.1
2019,procenat,23.3
2020,procenat,23.3
2021,procenat,23.3
2022,procenat,23.3
