Year,Units,Value
1995,ukupno,23
2000,ukupno,23
2005,ukupno,143
2010,ukupno,340
2012,ukupno,356
2014,ukupno,356
2016,ukupno,356
2017,ukupno,376
2018,ukupno,388
2019,ukupno,388
2020,ukupno,388
2021,ukupno,388
2022,ukupno,388
