Year,Units,Value
2012,da/ne,1
2013,da/ne,1
2014,da/ne,1
2015,da/ne,1
2016,da/ne,1
2017,da/ne,1
2018,da/ne,1
2019,da/ne,1
2020,da/ne,1
2021,da/ne,1
2022,da/ne,1
