Year,Units,Value
2005,kilometara kvadratnih,264
2006,kilometara kvadratnih,265
2007,kilometara kvadratnih,266
2008,kilometara kvadratnih,265
2009,kilometara kvadratnih,264
2010,kilometara kvadratnih,264
2011,kilometara kvadratnih,263
2012,kilometara kvadratnih,263
2013,kilometara kvadratnih,262
2014,kilometara kvadratnih,263
2015,kilometara kvadratnih,263
2016,kilometara kvadratnih,263
