Year,Units,Value
2010,na 1000 živorođenih,6.7
2011,na 1000 živorođenih,4.4
2012,na 1000 živorođenih,4.4
2013,na 1000 živorođenih,4.4
2014,na 1000 živorođenih,4.9
2015,na 1000 živorođenih,2.2
2016,na 1000 živorođenih,3.4
2017,na 1000 živorođenih,1.3
2018,na 1000 živorođenih,1.7
2019,na 1000 živorođenih,2.4
2020,na 1000 živorođenih,2.8
2021,na 1000 živorođenih,1.4
2022,na 1000 živorođenih,3.6
2023,na 1000 živorođenih,2.1
2024,na 1000 živorođenih,1.6
