Year,Units,Value
2011,dolara,126665
2012,dolara,277773
2013,dolara,427015
2014,dolara,694180
2015,dolara,1450920
2016,dolara,1125050
2017,dolara,1199582
2018,dolara,1749905
2019,dolara,782817
2020,dolara,905564
