Year,Units,Value
2008,Indeks,0.83
2009,Indeks,0.83
2010,Indeks,0.83
2011,Indeks,0.83
2012,Indeks,0.82
2013,Indeks,0.82
2014,Indeks,0.82
2015,Indeks,0.82
2016,Indeks,0.81
2017,Indeks,0.81
2018,Indeks,0.81
2019,Indeks,0.8
2020,Indeks,0.8
2021,Indeks,0.8
2022,Indeks,0.8
2023,Indeks,0.8
