Year,Units,Value
2015,Nivo 1-10,1.1
2016,Nivo 1-10,1.2
2017,Nivo 1-10,1.4
2018,Nivo 1-10,1.4
2019,Nivo 1-10,1.4
2020,Nivo 1-10,1.2
2021,Nivo 1-10,1.2
2022,Nivo 1-10,1.2
2023,Nivo 1-10,1.2
2024,Nivo 1-10,1.2
