Year,Units,Value
2008,procenat,4.4
2009,procenat,-4.0
2010,procenat,3.3
2011,procenat,3.1
2012,procenat,-5.6
2013,procenat,2.8
2014,procenat,-5.3
2015,procenat,0.8
2016,procenat,1.7
2017,procenat,2.4
2018,procenat,1.6
2019,procenat,1.6
2020,procenat,-5.6
2021,procenat,7.7
2022,procenat,3.1
