Year,Units,Value
2002,Indeks,0.05
2003,Indeks,0.09
2004,Indeks,0.11
2005,Indeks,0.11
2006,Indeks,0.08
2007,Indeks,0.1
2008,Indeks,0.12
2009,Indeks,0.1
2010,Indeks,0.09
2011,Indeks,0.08
2012,Indeks,0.09
2013,Indeks,0.07
2014,Indeks,0.06
2015,Indeks,0.08
2016,Indeks,0.16
2017,Indeks,0.18
2018,Indeks,0.14
2019,Indeks,0.19
2020,Indeks,0.16
2021,Indeks,0.23
2022,Indeks,0.24
