Year,Units,Kategorija,Value
2017,procenat,ukupno,34
2020,procenat,ukupno,35
2017,procenat,omogućavajuće okruženje,50
2020,procenat,omogućavajuće okruženje,54
2017,procenat,institucije i učešće,28
2020,procenat,institucije i učešće,24
2017,procenat,instrumenti upravljanja,40
2020,procenat,instrumenti upravljanja,38
2017,procenat,finansiranje,20
2020,procenat,finansiranje,23
