Year,Units,Value
2008,procenat,46.7
2009,procenat,45.7
2010,procenat,27.8
2011,procenat,25.4
2012,procenat,27.1
2013,procenat,28.6
2014,procenat,21.3
2015,procenat,26.4
2016,procenat,27.5
2017,procenat,27.2
2018,procenat,29.5
2019,procenat,33.7
2020,procenat,48.1
2021,procenat,33.3
