Year,Units,Value
2005,km_sq,264
2006,km_sq,265
2007,km_sq,266
2008,km_sq,265
2009,km_sq,264
2010,km_sq,264
2011,km_sq,263
2012,km_sq,263
2013,km_sq,262
2014,km_sq,263
2015,km_sq,263
2016,km_sq,263
