Year,Units,Value
2010,per_1000000_population,0.0
2011,per_1000000_population,0.0
2012,per_1000000_population,0.0
2013,per_1000000_population,0.0
2014,per_1000000_population,0.0
2015,per_1000000_population,0.00067
2016,per_1000000_population,0.00151
2017,per_1000000_population,0.00153
2018,per_1000000_population,0.0016
2019,per_1000000_population,0.00159
2020,per_1000000_population,0.0
2021,per_1000000_population,0.0
