Year,Units,Value
2010,%,40.64
2011,%,40.65
2012,%,41.51
2013,%,43.7
2014,%,44.1
2015,%,43.07
2016,%,41.53
2017,%,39.69
2018,%,38.8
2019,%,37.72
2020,%,43.77
2021,%,39.89
