Year,Units,Value
2003,USD,8140000
2004,USD,20129999
2005,USD,3860000
2006,USD,95589996
2007,USD,105650002
2008,USD,104470001
2009,USD,76489998
2010,USD,80070000
2011,USD,126629997
2012,USD,103089996
2013,USD,117180000
2014,USD,100419998
2015,USD,99959999
2016,USD,85730003
2017,USD,117989998
2018,USD,156220001
2019,USD,95860001
2020,USD,205009995
2021,USD,131899994
